node_index,x_m,y_m,z_m,zone_id,response_external_C_per_1SD,response_meeting_C_per_1SD,response_server_C_per_1SD,response_working_C_per_1SD
257,9.25,0.25,0.5,4,0.5029494717256248,1.1656385051204605,2.1119503954052847,1.102530244882587
258,9.25,0.75,0.5,4,0.4564793025126747,1.167590511917186,2.1457164593180273,1.1006693341789062
259,9.25,1.25,0.5,4,0.442694307013285,1.1723721600227193,2.1645322384085515,1.094596355931012
260,9.25,1.75,0.5,4,0.4297826603516617,1.1624080624174118,2.1637796311102986,1.1022292545326329
261,9.25,2.25,0.5,4,0.4247870196992358,1.157360611218585,2.14905126873909,1.1029094228968475
262,9.25,2.75,0.5,4,0.43296240810503894,1.1478967738326653,2.1463143740115442,1.092057836493894
263,9.25,3.25,0.5,4,0.4567839301527466,1.115046902188688,2.2718993374024135,1.0851291763860453
264,9.25,5.25,0.5,4,0.4703854792120206,1.1089253372775354,2.573181386532758,1.065472204739782
265,9.25,5.75,0.5,1,0.36425318035620996,1.5042398579467857,1.842440415166796,1.2133073448255756
266,9.25,6.25,0.5,1,0.37989971186050037,1.75211044705677,1.830562017530576,1.2376756692473498
267,9.25,6.75,0.5,1,0.3737806344669674,1.960313760322539,1.8070373416430676,1.2167907394978887
268,9.25,7.25,0.5,1,0.3640911745831653,2.2054675323720945,1.7755183865130502,1.2209726234269518
269,9.25,7.75,0.5,1,0.36660890480479635,2.6469993655117374,1.7488191842937264,1.261988915265648
270,9.25,8.25,0.5,1,0.38742818571347354,1.6409043268529033,1.8970561405717945,1.237185706149774
271,9.25,8.75,0.5,1,0.33808977250738875,1.543881500480504,1.8594247089458686,1.243624154900835
272,9.75,0.25,0.5,4,0.5201768453591569,1.1592820964145119,2.100808892162839,1.0951174588561587
273,9.75,0.75,0.5,4,0.48939790637921804,1.1676067573088273,2.1190662039122814,1.0989362741914848
274,9.75,1.25,0.5,4,0.4776449684231077,1.1677724647954386,2.1208107317287097,1.0923547204943063
275,9.75,1.75,0.5,4,0.46875661298045973,1.162489803952582,2.120518044909893,1.087866340904299
276,9.75,2.25,0.5,4,0.4647369134457508,1.1544575808696975,2.117181108117196,1.086556991464917
277,9.75,2.75,0.5,4,0.4646018658919659,1.1421069409283195,2.11867575798018,1.086184062814509
278,9.75,3.25,0.5,4,0.47001647196349844,1.1237863524065608,2.1632768261382,1.0916317576582955
279,9.75,3.75,0.5,4,0.4708734683079468,1.1400042377573691,2.3944986522128295,1.1143446861846178
280,9.75,4.25,0.5,4,0.4736361435086458,1.1362390748990214,2.4460765426802378,1.0966141496869646
281,9.75,4.75,0.5,4,0.4742150520143883,1.1280627318916376,2.449938055783688,1.0817423189905906
282,9.75,5.25,0.5,4,0.46983349826044424,1.1052556962201046,2.319850110173732,1.0626510779492246
283,9.75,5.75,0.5,1,0.35554764388724347,1.4337181646483823,1.8246295601719085,1.191770558354906
284,9.75,6.25,0.5,1,0.3547791344909551,1.563375560398995,1.8436814385115599,1.2156366183355618
285,9.75,6.75,0.5,1,0.35012085550583544,1.5968434765596435,1.837985285641866,1.209544950329918
286,9.75,7.25,0.5,1,0.353469894514056,1.608487306140194,1.837767726551899,1.2018226391815434
287,9.75,7.75,0.5,1,0.35659966701019696,1.5740017076235937,1.8548861982162674,1.2142346715817032
288,9.75,8.25,0.5,1,0.34720232232158355,1.5179218929071223,1.8445634642846174,1.2160616016564425
289,9.75,8.75,0.5,1,0.33156708429254295,1.4437324254672559,1.824768852155685,1.2040821911983814
290,0.25,0.25,1.0,4,0.43080899764265673,1.2536306233565875,2.153907631010282,1.2670138727724698
291,0.25,0.75,1.0,4,0.46402550984248137,1.263839368485339,2.256298612519314,1.2575894634704863
292,0.25,1.25,1.0,4,0.4706484994841065,1.1972564027268822,2.322038292260427,1.2495844125593654
293,0.25,1.75,1.0,4,0.4740743286018874,1.1390843677887157,2.3763728092347796,1.234268743857994
294,0.25,2.25,1.0,4,0.46021301669997705,1.1486870753161722,2.3427728407247193,1.2705503228061514
295,0.25,2.75,1.0,4,0.43193280988071303,1.1784515016024666,2.2965757358126546,1.302693966242818
296,0.25,3.25,1.0,4,0.4627746359428343,1.171987690911375,2.2722372979007193,1.335275149475027
297,0.25,3.75,1.0,4,0.497306717098486,1.1546676721192723,2.255806724620821,1.4014287190529542
298,0.25,4.25,1.0,3,0.5291138810413213,1.169865062737079,2.2743256271702426,1.501286632932984
299,0.25,4.75,1.0,3,0.5469781152990684,1.1967638552691673,2.252840163258731,1.5510508941930627
300,0.25,5.25,1.0,3,0.5647703616324536,1.2366512572197894,2.2142670631557735,1.6019988253291986
301,0.25,5.75,1.0,3,0.5706197494276102,1.2903509677704115,2.1829146840839826,1.6376306419719657
302,0.25,6.25,1.0,3,0.5483859893470583,1.332050166553045,2.159214227517459,1.6498970101924941
303,0.25,6.75,1.0,3,0.5032792295913355,1.3253320439397807,2.137407783895274,1.6224809689431745
304,0.25,7.25,1.0,3,0.45352557903505464,1.28766121957722,2.1005128016081507,1.5671191202849961
305,0.25,7.75,1.0,3,0.4372496605085534,1.2585851800783256,2.0574908211521294,1.5242173677491009
306,0.25,8.25,1.0,3,0.4374725826745305,1.2374073464778772,2.040588254334545,1.4961624220769645
307,0.25,8.75,1.0,3,0.427911223490741,1.2152832215031253,2.059736275585212,1.476846490453793
308,0.75,0.25,1.0,4,0.4052508752509029,1.30888648667284,2.1039407288706404,1.2895249486490916
309,0.75,0.75,1.0,4,0.5025441578297662,1.295152607325692,2.1300318291310165,1.2912991216378713
310,0.75,1.75,1.0,4,0.5344950342650322,1.1570899192570283,2.368887934061831,1.2511311348832688
311,0.75,2.25,1.0,4,0.5093486181763567,1.1694917172893482,2.333036416550786,1.2961658645986942
312,0.75,2.75,1.0,4,0.46528443072948594,1.1857952469702604,2.283605290937529,1.342350398667601
313,0.75,3.25,1.0,4,0.47661388029985824,1.1452799063022963,2.2432574457339616,1.401825872448134
314,0.75,3.75,1.0,3,0.49590040112589834,1.0999329518294623,2.2021513718628922,1.5417218970296995
315,0.75,4.25,1.0,3,0.5250982889317355,1.140093515181419,2.206330326080408,1.6308285508903357
316,0.75,4.75,1.0,3,0.5356743327657508,1.1670597129594042,2.1735758884727177,1.6667165443145744
317,0.75,5.25,1.0,3,0.5464894537690225,1.1928837960775673,2.1393906636823505,1.6996506071170427
318,0.75,5.75,1.0,3,0.5531100268992223,1.2203674334566776,2.1277354390436702,1.745124599432306
319,0.75,6.25,1.0,3,0.550560255899653,1.2295101198398974,2.1267663408551454,1.782553573550618
320,0.75,6.75,1.0,3,0.5430164707281584,1.2212606124536036,2.132152485513907,1.8167851303992109
321,0.75,7.25,1.0,3,0.52809249921792,1.213503202686257,2.136861361749452,1.8500639951215323
322,0.75,7.75,1.0,3,0.4944655720216197,1.228498679127446,2.11101450381723,1.8927933799284897
323,0.75,8.25,1.0,3,0.45489571351774355,1.2969372514348474,2.0306508566755053,1.6081036234891264
324,0.75,8.75,1.0,3,0.45126024505543677,1.2711527879752178,2.0309974657112964,1.5532192040396247
325,1.25,0.25,1.0,4,0.4019324442140338,1.2756454683339444,2.1125223241316435,1.28043980170224
326,1.25,1.75,1.0,4,0.5170996877365468,1.1472136557557329,2.2304640204435695,1.3117229652968172
327,1.25,2.25,1.0,4,0.519785845553697,1.1349964588318937,2.235048552239298,1.3372660627152297
328,1.25,2.75,1.0,4,0.479749523555807,1.1545789302386456,2.2294758525034246,1.4067490342156
329,1.25,3.25,1.0,4,0.42266539669533953,1.1126873906674328,2.191155624424414,1.4719246232122603
330,1.25,3.75,1.0,3,0.4001572807396751,1.0229050085779117,2.19784427215811,1.5955532082807364
331,1.25,8.25,1.0,3,0.4080543300487315,1.335504417614448,1.9814338356098418,1.7576242194750926
332,1.25,8.75,1.0,3,0.42905984190459867,1.293720649407401,2.0209361892457363,1.5997435251492116
333,1.75,0.25,1.0,4,0.39763723992507455,1.2308732386565135,2.0764723496460764,1.3096284275963075
334,1.75,0.75,1.0,4,0.432168291299972,1.2706060398555783,2.0800616241108534,1.3709023135425384
335,1.75,1.25,1.0,4,0.4863623051107633,1.2227306270924085,2.0810069705491423,1.3662337693226387
336,1.75,1.75,1.0,4,0.49864061661303954,1.1487498315495603,2.1388325392027863,1.3289337102489163
337,1.75,2.25,1.0,4,0.5098782862870637,1.1424862124841635,2.198027090440639,1.329088574840885
338,1.75,2.75,1.0,4,0.5010738577982006,1.153654021738278,2.2282137469928123,1.354689494738794
339,1.75,3.25,1.0,4,0.45339173518160797,1.1457851147717648,2.15593245504472,1.368869712433415
340,1.75,3.75,1.0,4,0.34538669102524194,1.1156274922851275,2.059379771343198,1.4056938244736983
341,1.75,8.25,1.0,3,0.4041356784556218,1.30625279909796,1.9808480371734511,1.7057258279167824
342,1.75,8.75,1.0,3,0.39291136910528507,1.2942249500298844,2.0139304387343184,1.607349182782671
343,2.25,0.25,1.0,4,0.41527648361368946,1.194470732523738,2.0837452547495894,1.3159083828256453
344,2.25,0.75,1.0,4,0.44524350626986003,1.2301163758685623,2.097446470052319,1.3636297729059974
345,2.25,1.25,1.0,4,0.4878892182174599,1.2282519232717874,2.066110895879701,1.3605264962649424
346,2.25,1.75,1.0,4,0.49028813091291223,1.1910876041147624,2.0936571989388466,1.3547516624563913
347,2.25,2.25,1.0,4,0.49838978280848256,1.1801986345972726,2.145319205704227,1.374393770983588
348,2.25,2.75,1.0,4,0.509704878102572,1.1700693976145795,2.2011197902585806,1.3738326387325772
349,2.25,3.25,1.0,4,0.4955690748775154,1.1643897271741441,2.1805892980362307,1.354296881868642
350,2.25,3.75,1.0,4,0.4744323998376061,1.1908968120466885,2.106510906862097,1.3796116025319836
351,2.25,8.25,1.0,3,0.39722193270660033,1.300597458202503,1.9681455347070829,1.7043327456923112
352,2.25,8.75,1.0,3,0.35148374281693,1.2855512188275509,1.9837425443380168,1.6054366770070618
353,2.75,0.25,1.0,4,0.46161643331848917,1.2197038958336677,2.1226301204548275,1.3147742912482963
354,2.75,0.75,1.0,4,0.46935181050101227,1.2485088937501694,2.143690140189294,1.3589730413768206
355,2.75,1.25,1.0,4,0.4998769479993493,1.2521185724359642,2.105047598808421,1.3616982442593784
356,2.75,1.75,1.0,4,0.49910918328855675,1.2079052395888932,2.100852171098459,1.3374700370089068
357,2.75,2.25,1.0,4,0.4861233429126121,1.2058143099529264,2.103026256150679,1.359786881129546
358,2.75,2.75,1.0,4,0.4633836991722862,1.15142822497347,2.0682366272110992,1.3507334585550352
359,2.75,3.25,1.0,4,0.4389421599034998,1.1197061207089065,2.1456557302373698,1.3187681972923162
360,2.75,3.75,1.0,4,0.4861728521442605,1.2180844971715168,2.196104528671528,1.4565398007501658
361,2.75,8.25,1.0,3,0.3941291336720763,1.294370763306492,1.9619724039875859,1.6941233535510436
362,2.75,8.75,1.0,3,0.3563935720019801,1.263099920410078,1.9609264233190322,1.5557233688201524
363,3.25,0.25,1.0,4,0.5122377576699043,1.255299170410959,2.185676558960127,1.3024522065062658
364,3.25,0.75,1.0,4,0.49973265711881043,1.2666728099618305,2.1901954378417576,1.3471209221465317
365,3.25,1.25,1.0,4,0.5043683016442763,1.275417918021347,2.1506915220135445,1.358667654827661
366,3.25,1.75,1.0,4,0.5229209317013894,1.2183832701538784,2.123508810446645,1.2751998395766082
367,3.25,2.25,1.0,4,0.5159439657595389,1.2272101531203425,2.0815839947762584,1.3068638818091673
368,3.25,2.75,1.0,4,0.4958732965456656,1.2209848738245375,2.0434495096727847,1.3179617169402125
369,3.25,3.25,1.0,4,0.42380007443536066,1.1148120291312558,1.966410159178098,1.2989778690258462
370,3.25,3.75,1.0,4,0.44674693874664767,1.1648548054571806,2.1540980283153806,1.414565792900432
371,3.25,8.25,1.0,3,0.4128331395435635,1.288713165977731,1.9869071590865732,1.6620016642577764
372,3.25,8.75,1.0,3,0.38293594410625265,1.2522739169183872,1.9760141375010307,1.5035986856689176
373,3.75,0.25,1.0,2,0.5367382746277951,1.2413018263664228,2.2144702554413684,1.3029427906338573
374,3.75,0.75,1.0,4,0.5010853088451638,1.2526638916598127,2.218475443850282,1.3384288957353958
375,3.75,1.25,1.0,4,0.48075332619592565,1.2756661798155873,2.2012050622608137,1.3602138490896485
376,3.75,1.75,1.0,4,0.5123216905078597,1.165365155682685,2.1255470307431468,1.2467647918185931
377,3.75,2.25,1.0,4,0.5017630227596369,1.2116924324254401,2.062031987371224,1.2732258846443534
378,3.75,2.75,1.0,4,0.5021731336915582,1.2770078143482717,2.1516342831374318,1.312335638980504
379,3.75,3.25,1.0,4,0.4691110943369358,1.248047541266377,2.0380970284820528,1.263668796661813
380,3.75,3.75,1.0,4,0.4119705197749797,1.2400720936817746,2.0161202839228585,1.2241297649723224
381,3.75,4.25,1.0,1,0.4330947595622698,1.2708811213263058,2.2029784537313017,1.416816165780659
382,3.75,4.75,1.0,1,0.4493193788241492,1.400219276843658,2.2271022033394074,1.5160808852248313
383,3.75,5.25,1.0,1,0.42947320305725994,1.413854623019484,2.2028324086347566,1.5025380127257024
384,3.75,5.75,1.0,1,0.4144596231599452,1.3888071419526358,2.164788966310592,1.5015584757437597
385,3.75,6.25,1.0,1,0.40140575800374906,1.3668968459402935,2.1196962778676403,1.515926028613698
386,3.75,6.75,1.0,1,0.40989066393848106,1.3571745637697437,2.090639822051327,1.511850445333603
387,3.75,7.25,1.0,1,0.43261074921477094,1.3619884622260134,2.0709132328357325,1.498864284779922
388,3.75,7.75,1.0,1,0.449854299395737,1.3567555550568813,2.0717020231997374,1.4859969617095314
389,3.75,8.25,1.0,1,0.4268703506038895,1.3186598530465437,2.04145191817546,1.4555826250632893
390,3.75,8.75,1.0,3,0.38300919177280657,1.2596453242299455,1.9830944937441255,1.4459039300053784
391,4.25,0.25,1.0,2,0.54411636584767,1.215893999254881,2.247067107858736,1.2734010467721446
392,4.25,0.75,1.0,4,0.48841046068186744,1.2275071014967611,2.2541031337036785,1.3002042781792125
393,4.25,1.25,1.0,4,0.46154112029051314,1.2632960419183137,2.2463708763331276,1.3383160459289087
394,4.25,1.75,1.0,4,0.4920032225069578,1.1511090426947463,2.17712244370154,1.2389667496233632
395,4.25,2.25,1.0,4,0.46554856454468485,1.1639543211343057,2.10038999079042,1.26871706432399
396,4.25,2.75,1.0,4,0.4952812194710775,1.3217704516571678,2.1550012255422386,1.326288098334761
397,4.25,3.25,1.0,4,0.489377263873495,1.2972712366932615,2.1407398516727976,1.2689190156805354
398,4.25,3.75,1.0,4,0.3962531800192796,1.322981767270181,2.0260937579955662,1.2541806719368291
399,4.25,4.25,1.0,4,0.4180243207741311,1.3362723357705761,2.008016718988242,1.2226179551730967
400,4.25,4.75,1.0,2,0.47759091144690335,1.345498420387696,2.1291226605334215,1.3232095279360712
401,4.25,5.25,1.0,2,0.4598229815960597,1.426658463811384,2.1955037874272327,1.3675496829499154
402,4.25,5.75,1.0,1,0.4103020831087174,1.4488300739918407,2.2068628291473322,1.3721605186778463
403,4.25,6.25,1.0,1,0.41308700855604197,1.453266631989406,2.1576526575439594,1.3963590031912436
404,4.25,6.75,1.0,1,0.4159742107644523,1.4496589011433147,2.116929606809113,1.407014212135062
405,4.25,7.25,1.0,1,0.41704599655749164,1.4465277389112416,2.1025902469287425,1.3935894578577248
406,4.25,7.75,1.0,1,0.4257830611031628,1.4215312237063644,2.0893096375592246,1.3655416884983922
407,4.25,8.25,1.0,1,0.41909599893573496,1.362760961699955,2.0522243760683536,1.3382675233223364
408,4.25,8.75,1.0,1,0.40060915125581253,1.2946778968979986,1.9918769380156627,1.3723533227037874
409,4.75,0.25,1.0,2,0.5671073252992462,1.2113146002309414,2.2436356979536547,1.2644591487719856
410,4.75,0.75,1.0,4,0.4817676674858338,1.2138068427340365,2.2697906660087437,1.2677818730937078
411,4.75,1.25,1.0,4,0.46877204523981203,1.2345155922766875,2.276229571888943,1.3018207393792742
412,4.75,1.75,1.0,4,0.47683780465156794,1.1678411386013936,2.2363958125683245,1.2112185277195786
413,4.75,2.25,1.0,4,0.4484415628781539,1.1386519296964182,2.1980894704438745,1.2457632903875884
414,4.75,2.75,1.0,4,0.4862741923361106,1.3115320968799946,2.177544705860701,1.3303850529951038
415,4.75,3.25,1.0,4,0.48614209888265136,1.3403556980154159,2.1813040719938623,1.2775144826416338
416,4.75,3.75,1.0,4,0.4348105899592417,1.3419152163719577,2.1315569406571098,1.2953495421080599
417,4.75,4.25,1.0,4,0.3953613071123587,1.3684653356248238,2.0353953178565036,1.2326940775375221
418,4.75,4.75,1.0,4,0.479749132051914,1.3272978945636467,2.0479385813578337,1.2081339779574203
419,4.75,5.25,1.0,2,0.5034138258365225,1.3353516162582686,2.155812398816866,1.2787049102356982
420,4.75,5.75,1.0,1,0.422278657118647,1.4048969264031983,2.1917948616781455,1.3247643636829376
421,4.75,6.25,1.0,1,0.41094215652805566,1.4997346994519027,2.1352833567619323,1.3924227106263738
422,4.75,6.75,1.0,1,0.40664876878399214,1.5216234163303455,2.0843849639996037,1.4046240893088886
423,4.75,7.25,1.0,1,0.4080305380196462,1.5248304472746248,2.071726504526282,1.3780995359382984
424,4.75,7.75,1.0,1,0.41481087320215476,1.4994492479374852,2.064363199946832,1.3433131088471064
425,4.75,8.25,1.0,1,0.4042969780313514,1.4089875181695781,2.0364067345520542,1.3055446127018744
426,4.75,8.75,1.0,1,0.38954724097602744,1.3150977792359015,1.982999576033057,1.3122946966530697
427,5.25,0.25,1.0,2,0.5801564778060753,1.1980734435047091,2.230503291182718,1.2446762981715815
428,5.25,0.75,1.0,4,0.48205438681626417,1.2117649868269964,2.271725349261,1.2431521607836338
429,5.25,1.25,1.0,4,0.4853409141107006,1.2189076628829163,2.296391638605745,1.273287236778814
430,5.25,1.75,1.0,4,0.47718986994766255,1.1866647620911233,2.2543395407860918,1.2110503272835749
431,5.25,2.25,1.0,4,0.45766101009857396,1.1721542910671172,2.23997432976587,1.1897328818726058
432,5.25,2.75,1.0,4,0.46411995447897453,1.3063736452536407,2.20385515882769,1.3010940162292366
433,5.25,3.25,1.0,4,0.46994518425181575,1.3460266535459524,2.200321902816208,1.2936286796865117
434,5.25,3.75,1.0,4,0.45277990463851203,1.3463844965232397,2.1878088652173635,1.3043057016288726
435,5.25,4.25,1.0,4,0.44228591241024307,1.3455140476891139,2.1375061248526985,1.2793460815418627
436,5.25,4.75,1.0,4,0.45567815979980264,1.3110046235579245,2.0663016826136564,1.2232183554412273
437,5.25,5.25,1.0,4,0.5161397241043376,1.274945525806943,2.1285667166946665,1.2129949536287747
438,5.25,5.75,1.0,1,0.43314642859429264,1.4155555940119406,2.0725412334244986,1.3453545340157536
439,5.25,6.25,1.0,1,0.3783254425344281,1.5228132989811032,2.06258500454022,1.3706107120700168
440,5.25,6.75,1.0,1,0.36628575250659756,1.5679550776159854,2.0471050126486934,1.3593026435251645
441,5.25,7.25,1.0,1,0.37728870753161026,1.5857821076671859,2.0403642658562746,1.3346406099773074
442,5.25,7.75,1.0,1,0.3966151526953945,1.550948783802337,2.0411055632517745,1.322541460691211
443,5.25,8.25,1.0,1,0.39224394446097277,1.4453320533811618,2.0153990052308606,1.291363752838304
444,5.25,8.75,1.0,1,0.38628869955756834,1.3294340330580627,1.9664194367482624,1.282187303781178
445,5.75,0.25,1.0,2,0.5759108863790702,1.1945004792761078,2.20861509538159,1.2232561845372683
446,5.75,0.75,1.0,4,0.48403770908891064,1.2046075916334422,2.2513310779879365,1.2166357004910653
447,5.75,1.25,1.0,4,0.49391453444150674,1.212653640290189,2.2931395033810142,1.2414826518417728
448,5.75,1.75,1.0,4,0.4983479336524465,1.203222074768646,2.2450022207253704,1.2266556653766634
449,5.75,2.25,1.0,4,0.4928195175574968,1.2140032234004046,2.2362650151322008,1.1766852019490532
450,5.75,2.75,1.0,4,0.45689435730314526,1.3135910980505239,2.221039622536912,1.2646959649621448
451,5.75,3.25,1.0,4,0.4560827499148489,1.3413972601351833,2.2054276996568634,1.2975840962145302
452,5.75,3.75,1.0,4,0.4581709129262201,1.3187997874716546,2.2043262191500466,1.2861568720170526
453,5.75,4.25,1.0,4,0.46463802935425025,1.3052712594922289,2.1786082513218545,1.276337891435412
454,5.75,4.75,1.0,4,0.46788898554631914,1.2981118231562336,2.13734226880327,1.2461206153968267
455,5.75,5.25,1.0,4,0.5035030114913144,1.2362057963364992,2.120036170568628,1.2016419370835687
456,5.75,5.75,1.0,1,0.34574046882322484,1.6465238767770214,2.0058164252916297,1.3288363097069127
457,5.75,6.25,1.0,1,0.3761008434479852,1.5559397413987281,1.951887586491334,1.3105238132741364
458,5.75,6.75,1.0,1,0.37615924224266706,1.5752138201449624,1.9808394772947302,1.3336674289303074
459,5.75,7.25,1.0,1,0.3798077675245293,1.5858011189542065,2.0028711983835947,1.325388877420555
460,5.75,7.75,1.0,1,0.38966286482479007,1.566166551251842,2.0224804784523394,1.315621454403773
461,5.75,8.25,1.0,1,0.3899433875801632,1.4869137710553069,1.998457694861116,1.2881166346701751
462,5.75,8.75,1.0,1,0.38596209743773974,1.3560571414457552,1.9411464328935626,1.2653515830277318
463,6.25,0.25,1.0,2,0.5811933623302495,1.191843326277564,2.169648989710281,1.2068170032680126
464,6.25,0.75,1.0,4,0.47124620790376176,1.1862097171166133,2.2047537562772157,1.1927002114563294
465,6.25,1.25,1.0,4,0.48939502969155607,1.1932136567361113,2.253969779508395,1.2160459332132936
466,6.25,1.75,1.0,4,0.49705974829838007,1.2042224898404645,2.2103290469453354,1.234991345372762
467,6.25,2.25,1.0,4,0.5107746789168395,1.2330377927547993,2.1878423696929534,1.197581504344909
468,6.25,2.75,1.0,4,0.4613150688053267,1.2863242955618148,2.1977462342345104,1.237306964567159
469,6.25,3.25,1.0,4,0.4406987924343491,1.27943010736912,2.17339758692769,1.255271871135964
470,6.25,3.75,1.0,4,0.43588140981000817,1.2503786340119907,2.1571998973095114,1.2301026473715484
471,6.25,4.25,1.0,4,0.4465514821818835,1.256503687868389,2.145520443116134,1.2347005232228583
472,6.25,4.75,1.0,4,0.46456855971145655,1.2538245348186474,2.1383755047536956,1.2288517866308575
473,6.25,5.25,1.0,4,0.5012540417470078,1.1996226332186288,2.0982190361759234,1.1891975221829358
474,6.25,5.75,1.0,1,0.37428344233481586,1.6721474661615006,2.0205671959550595,1.3521898032040065
475,6.25,6.25,1.0,1,0.39490262746158006,1.7674106681260449,1.9575406204599488,1.3339360018519106
476,6.25,6.75,1.0,1,0.4453455517395438,1.8390901838410405,2.096527236149893,1.3700033967310004
477,6.25,7.25,1.0,1,0.38306096786866517,1.7623332810377428,2.0420905582382995,1.3409722684734586
478,6.25,7.75,1.0,1,0.3898853287752665,1.7052635494210655,2.031803566288789,1.314838108865366
479,6.25,8.25,1.0,1,0.4016939502039525,1.5684968431025663,1.992851625234471,1.3057877200714638
480,6.25,8.75,1.0,1,0.3961725683269177,1.4062488499232653,1.9114032730363173,1.2678838483106527
481,6.75,0.25,1.0,2,0.5566957356231558,1.193919091352066,2.144459563988016,1.175797161960155
482,6.75,0.75,1.0,4,0.46589979169678675,1.1696064996915256,2.1804253170107417,1.1865699307740656
483,6.75,1.25,1.0,4,0.4939169663226171,1.1773720986963792,2.2337280241795994,1.203317191790632
484,6.75,1.75,1.0,4,0.49269414344136037,1.2060066046545967,2.199176127966705,1.2326744813277664
485,6.75,2.25,1.0,4,0.5004077665157676,1.2452554765733868,2.138828118250565,1.2236342907615676
486,6.75,2.75,1.0,4,0.482669494647182,1.2529756598949346,2.1447321724977866,1.2065052154520879
487,6.75,3.25,1.0,4,0.4629197424333057,1.2102798743869554,2.0954151522729316,1.191842979631804
488,6.75,3.75,1.0,4,0.45549649275069787,1.1764333065787596,2.051575661865034,1.173518034414343
489,6.75,4.25,1.0,4,0.4668409308257905,1.1745190999710808,2.038479024031725,1.178860054635517
490,6.75,4.75,1.0,4,0.47564923112445645,1.1675195382175667,2.0513129412108144,1.1783370479423958
491,6.75,5.25,1.0,4,0.49610351760254995,1.144903590759759,2.0555467756171213,1.161331224515384
492,6.75,5.75,1.0,1,0.3790029112397528,1.702050250550917,2.0116044644135376,1.3536162484941436
493,6.75,6.25,1.0,1,0.3995054086804467,1.9047309405838062,1.9781144564957318,1.3119260858787003
494,6.75,8.25,1.0,1,0.40265445608269956,1.9599125782435778,1.99994511080729,1.2710283851501478
495,6.75,8.75,1.0,1,0.39131277406561354,1.4851068644102747,1.9055249334275202,1.3011135078154146
496,7.25,0.25,1.0,2,0.5400968767672775,1.1943597486186992,2.1350373829850677,1.1574579763362907
497,7.25,0.75,1.0,4,0.4577842567144715,1.1644518353874926,2.186384500222411,1.1775281923867067
498,7.25,1.25,1.0,4,0.47288904133041604,1.1559406252020639,2.256867145763502,1.1881579433448204
499,7.25,1.75,1.0,4,0.4529357014324022,1.1725898446356353,2.266951216425566,1.2155485804473987
500,7.25,2.25,1.0,4,0.44357854583580225,1.2074893808864129,2.2224039006042102,1.2365757647643305
501,7.25,2.75,1.0,4,0.4667508737922175,1.230667589146154,2.265151073653188,1.2333153007161552
502,7.25,3.25,1.0,4,0.49191481437051526,1.1804022677696255,2.4280704648854554,1.1479767156960372
503,7.25,3.75,1.0,2,0.5184508606503928,1.1168381340183764,3.027312383925966,1.0423177161670285
504,7.25,4.25,1.0,2,0.48683650936850426,1.0879221439600848,3.1555006161614774,1.1039692024794583
505,7.25,4.75,1.0,2,0.5448006500832256,1.0484345259107872,3.548857688114426,1.0818079736805686
506,7.25,5.25,1.0,4,0.47892750936793876,1.0712431716281838,2.9023676934800897,1.0990727982983453
507,7.25,5.75,1.0,1,0.3742990671490723,1.7117717481222754,1.974956672844866,1.3559557660746104
508,7.25,6.25,1.0,1,0.38881954119445,1.903283584584692,2.014655945810148,1.3446090475236558
509,7.25,8.25,1.0,1,0.4500539215740189,2.0702831266676243,2.0106952231695248,1.284274538490719
510,7.25,8.75,1.0,1,0.3658277923818758,1.579147937893477,1.9099778223697605,1.3282718879271145
511,7.75,0.25,1.0,4,0.5113093221218364,1.1970129201308577,2.1299416752764597,1.1419395366711715
512,7.75,0.75,1.0,4,0.4448347074490635,1.1756897835595244,2.205635510647316,1.1654398174807357
513,7.75,1.25,1.0,4,0.44495010421874526,1.1389358331207293,2.2997097513278417,1.1826099646798254
514,7.75,1.75,1.0,4,0.4442904177799902,1.1519402769066767,2.360333896582091,1.1968923055298355
515,7.75,2.25,1.0,4,0.4331869554019758,1.190141523823464,2.3154340489879015,1.2062505564871424
516,7.75,2.75,1.0,4,0.459889377500866,1.2186692330803732,2.3197462081343168,1.2113456727942937
517,7.75,3.25,1.0,4,0.5236650493988692,1.188012623002447,2.5301536366203856,1.124520009019763
518,7.75,5.25,1.0,4,0.5174793610623836,1.0853758359236325,3.138764956166067,1.1177830917742504
519,7.75,5.75,1.0,1,0.3552277561998783,1.6512191625755004,1.9602561396674112,1.3179647783638853
520,7.75,6.25,1.0,1,0.36806545732829904,1.9366412465500238,1.9970028400107767,1.3442548539174737
521,7.75,8.25,1.0,1,0.4515224000073609,2.0689416467443493,1.9946596707047035,1.2981592876854615
522,7.75,8.75,1.0,1,0.34998904864731956,1.6939535697292634,1.9195846169862028,1.344875208221935
523,8.25,0.25,1.0,4,0.4941928578073251,1.199212609877553,2.1356696626695877,1.130129840395692
524,8.25,0.75,1.0,4,0.4372840376021751,1.1847961203852195,2.2200419563966665,1.154110554790344
525,8.25,1.25,1.0,4,0.4346543156852267,1.1440163228073477,2.327204348794078,1.1726175001104677
526,8.25,1.75,1.0,4,0.45101718239072147,1.1491002106458479,2.396665804475186,1.1748064825564424
527,8.25,2.25,1.0,4,0.4390755151892497,1.1785170651903987,2.3592478180969785,1.1849136018724757
528,8.25,2.75,1.0,4,0.4596398707594396,1.1896866186529906,2.333873579481701,1.1962442020163029
